name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jackson Stevenett,23,0.17,0.111,0.467,0.038,0.021,0.25,2011-12
Ramell Taylor,14,0.08199999999999999,0.086,0.625,0.032,0.039,0.5,2011-12
Matt Massey,12,0.1,0.098,0.75,0.035,0.07,0.75,2011-12
Jordan Johnson,8,0.15,0.174,0.667,0.28600000000000003,0,0,2011-12
Ray Jones,7,0.075,0.055999999999999994,0.5,0.017,0.037000000000000005,1,2011-12
Tyson Koehler,6,0.33299999999999996,0.3,0.6,0.048,0.083,1,2011-12
Jaren Jeffery,4,0.222,0.28600000000000003,1,0.154,0,0,2011-12
Wade Collie,3,0.087,0.14300000000000002,1,0.018000000000000002,0.04,1,2011-12
Julian Scott,2,0.055999999999999994,0,0,0.062,0.2,1,2011-12
Damon Heuir,2,0.023,0,0,0.009000000000000001,0.02,1,2011-12
Cal Hanks,1,0.33299999999999996,1,1,0,0,NA,2011-12
Total,82,0.11,0.10099999999999999,0.6,0.033,0.038,0.48100000000000004,2011-12
