name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Iba Camara,20,0.11,0.11,0.611,0.042,0.053,0.5,2016-17,NewHampshire
Tanner Leissner,20,0.124,0.147,0.8240000000000001,0.016,0.013999999999999999,0.33299999999999996,2016-17,NewHampshire
Luke Rosinski,5,0.2,0.5,1,0.083,0,0,2016-17,NewHampshire
Jaleen Smith,5,0.034,0.035,0.6,0,0,NA,2016-17,NewHampshire
David Watkins,4,0.33299999999999996,0.429,0.75,0,0,NA,2016-17,NewHampshire
Daniel Dion,2,0,0,NA,0.018000000000000002,0,0,2016-17,NewHampshire
Kijana Love,1,0,0,NA,0.033,0,0,2016-17,NewHampshire
John Ogwuche,1,0.059000000000000004,0,0,0,0,NA,2016-17,NewHampshire
Ken Uhlar,1,0.2,0,0,0,NA,NA,2016-17,NewHampshire
Total,59,0.087,0.10300000000000001,0.7,0.017,0.011000000000000001,0.25,2016-17,NewHampshire
