start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.14800000000000002,0.564,0.42200000000000004,0.534,0.17600000000000002,0.419,0.402,0.439,2015-16
"Rebound, 11-30 s",0.195,0.45799999999999996,0.32899999999999996,0.557,0.301,0.371,0.37,0.294,2015-16
"Score, 0-10 s",0.07,0.461,0.431,0.56,0.155,0.33299999999999996,0.414,0.271,2015-16
"Score, 11-30 s",0.395,0.49700000000000005,0.33899999999999997,0.525,0.255,0.42200000000000004,0.406,0.34700000000000003,2015-16
"Steal, 0-10 s",0.061,0.61,0.65,0.6459999999999999,0.15,0.467,0.2,0.4,2015-16
"Steal, 11-30 s",0.01,0.20600000000000002,0.353,0.16699999999999998,0.41200000000000003,0.14300000000000002,0.235,0.25,2015-16
Transition,0.278,0.5479999999999999,0.474,0.573,0.165,0.408,0.361,0.386,2015-16
