shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.354,0.568,0.128,0.652,2018-19
2pt Jumpers,0.21100000000000002,0.355,0.081,0.386,2018-19
3pt Shots,0.434,0.364,0.013999999999999999,0.369,2018-19
