shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.37799999999999995,0.586,0.073,0.632,2018-19
2pt Jumpers,0.23800000000000002,0.395,0.016,0.401,2018-19
3pt Shots,0.38299999999999995,0.33299999999999996,0.002,0.33299999999999996,2018-19
