name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Karl-Anthony Towns,41,0.225,0.23800000000000002,0.8,0.11699999999999999,0.153,0.562,2014-15
Willie Cauley-Stein,40,0.203,0.17300000000000001,0.621,0.11800000000000001,0.129,0.364,2014-15
Dakari Johnson,24,0.18,0.263,0.938,0.11900000000000001,0.091,0.25,2014-15
Trey Lyles,22,0.174,0.172,0.733,0.055999999999999994,0.040999999999999995,0.28600000000000003,2014-15
Marcus Lee,15,0.222,0.25,0.917,0.158,0,0,2014-15
Devin Booker,7,0.102,0.047,0.33299999999999996,0.011000000000000001,0.028999999999999998,1,2014-15
Alex Poythress,6,0.14300000000000002,0.071,0.33299999999999996,0.214,0.5,0.33299999999999996,2014-15
Tyler Ulis,3,0.053,0,0,0.028999999999999998,0.04,0.5,2014-15
Aaron Harrison,1,0,0,NA,0.009000000000000001,0.027000000000000003,1,2014-15
Total,159,0.146,0.154,0.7290000000000001,0.062,0.071,0.40399999999999997,2014-15
