shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.34,0.51,0.184,0.625,2014-15
2pt Jumpers,0.355,0.27699999999999997,0.158,0.32899999999999996,2014-15
3pt Shots,0.305,0.271,0.026000000000000002,0.278,2014-15
