name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
"AIRD,BEN",32,0.153,0.146,0.643,0.04,0.043,0.5,2012-13
"THOMPSON,NICK",19,0.114,0.11900000000000001,0.667,0.021,0,0,2012-13
"JONES,ZACH",14,0.213,0.24100000000000002,0.7,0.083,0.055999999999999994,0.25,2012-13
"JOHNSON,JASON",8,0.084,0.10300000000000001,0.75,0,0,NA,2012-13
"HUBBARD,ALFONZO",5,0.048,0.055999999999999994,0.75,0.016,0,0,2012-13
"HOSLEY,ANTOINE",3,0,0,NA,0.049,0.087,0.667,2012-13
"BROWN,TAYLOR",3,0.14300000000000002,0,0,0.5,NA,0,2012-13
"SINCLAIR,WILL",2,0.222,0,0,0,NA,NA,2012-13
"HUNSAKER,HOLTON",1,0,0,NA,0.009000000000000001,0,0,2012-13
"ENOS,KEAWE",1,0,0,NA,0,0,NA,2012-13
Total,88,0.105,0.111,0.638,0.028999999999999998,0.023,0.312,2012-13
