shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.326,0.601,0.12,0.6829999999999999,2012-13
2pt Jumpers,0.33899999999999997,0.387,0.039,0.40299999999999997,2012-13
3pt Shots,0.335,0.32799999999999996,0.002,0.32899999999999996,2012-13
