shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.368,0.636,0.07200000000000001,0.6859999999999999,2012-13,IUPUI
2pt Jumpers,0.316,0.415,0.039,0.43200000000000005,2012-13,IUPUI
3pt Shots,0.316,0.382,0.005,0.384,2012-13,IUPUI
