shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.40700000000000003,0.583,0.063,0.622,2011-12
2pt Jumpers,0.252,0.37,0.04,0.385,2011-12
3pt Shots,0.341,0.354,0.001,0.355,2011-12
