shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.272,0.631,0.064,0.674,2019-20
2pt Jumpers,0.35100000000000003,0.37,0.037000000000000005,0.384,2019-20
3pt Shots,0.376,0.32299999999999995,0.01,0.326,2019-20
