name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jahad Thomas,17,0.069,0.054000000000000006,0.467,0.013000000000000001,0.015,0.5,2017-18
Obadiah Noel,11,0.125,0.233,0.778,0.08,0,0,2017-18
Connor Bennett,9,0.174,0.20600000000000002,0.875,0.067,0,0,2017-18
Ryan Jones,8,0.069,0.064,0.5,0.019,0,0,2017-18
Josh Gantz,4,0.055,0.057,0.75,0,0,NA,2017-18
Rinardo Perry,4,0.026000000000000002,0.043,1,0.055999999999999994,0,0,2017-18
Shawn Jones,3,0.047,0.043,0.5,0.031,0,0,2017-18
Joey Naccarato,2,0.25,0.25,0.5,0,NA,NA,2017-18
Stefan Borovac,2,0.095,0.133,1,0,0,NA,2017-18
Dontavious Smith,2,0.25,0.2,0.5,0,NA,NA,2017-18
Total,62,0.073,0.08199999999999999,0.66,0.022000000000000002,0.006999999999999999,0.125,2017-18
