shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.304,0.615,0.071,0.6629999999999999,2012-13,HoustonBaptist
2pt Jumpers,0.433,0.358,0.065,0.38299999999999995,2012-13,HoustonBaptist
3pt Shots,0.263,0.31,0.002,0.311,2012-13,HoustonBaptist
