start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.14300000000000002,0.479,0.446,0.6,0.174,0.324,0.38,0.272,2014-15,Jacksonville
"Rebound, 11-30 s",0.233,0.51,0.257,0.539,0.28300000000000003,0.408,0.46,0.371,2014-15,Jacksonville
"Score, 0-10 s",0.049,0.452,0.384,0.536,0.192,0.429,0.425,0.258,2014-15,Jacksonville
"Score, 11-30 s",0.37799999999999995,0.526,0.25,0.607,0.316,0.40700000000000003,0.435,0.377,2014-15,Jacksonville
"Steal, 0-10 s",0.065,0.682,0.74,0.718,0.073,0.5710000000000001,0.188,0.389,2014-15,Jacksonville
"Steal, 11-30 s",0.015,0.5429999999999999,0.304,0.429,0.391,0.556,0.304,0.429,2014-15,Jacksonville
Transition,0.257,0.525,0.508,0.634,0.152,0.379,0.34,0.285,2014-15,Jacksonville
