name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Austin Phyfe,32,0.179,0.14800000000000002,0.6,0.039,0.04,0.5,2019-20
Tywhon Pickford,17,0.213,0.321,0.6920000000000001,0.182,0.25,0.5,2019-20
Trae Berhow,8,0.11699999999999999,0.10800000000000001,0.5710000000000001,0.019,0.037000000000000005,1,2019-20
Isaiah Brown,7,0.032,0.053,1,0.067,0.1,0.6,2019-20
Justin Dahl,7,0.10300000000000001,0.10300000000000001,0.75,0.15,0.14300000000000002,0.33299999999999996,2019-20
Noah Carter,4,0.16699999999999998,0.2,1,0,0,NA,2019-20
James Betz,3,0.188,0.2,0.667,0,0,NA,2019-20
AJ Green,3,0.015,0.028999999999999998,1,0.005,0.013000000000000001,1,2019-20
Spencer Haldeman,2,0.032,0.062,1,0,0,NA,2019-20
Luke McDonnell,1,0.5,0,0,0,NA,NA,2019-20
Total,84,0.115,0.122,0.667,0.035,0.046,0.562,2019-20
