name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Terreon Randolph,33,0.353,0.364,0.667,0.14300000000000002,0.2,0.33299999999999996,2019-20,Grambling
Travon Bunch,23,0.158,0.159,0.688,0.2,0,0,2019-20,Grambling
Devante Jackson,23,0.134,0.107,0.5,0.027000000000000003,0.016,0.25,2019-20,Grambling
Kelton Edwards,13,0.10800000000000001,0.105,0.5710000000000001,0.052000000000000005,0.059000000000000004,0.33299999999999996,2019-20,Grambling
Cameron Christon,7,0.147,0.25,1,0.027999999999999997,0,0,2019-20,Grambling
Prince Moss,7,0.038,0.039,0.667,0.04,0,0,2019-20,Grambling
Anthony Gaston,6,0.075,0.071,0.667,0.022000000000000002,0.077,1,2019-20,Grambling
Trevell Cunningham,3,0.017,0.028999999999999998,1,0,0,NA,2019-20,Grambling
Ivy Smith.Jr,2,0,0,NA,0.012,0,0,2019-20,Grambling
Total,117,0.109,0.11699999999999999,0.653,0.036000000000000004,0.023,0.222,2019-20,Grambling
