name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ed Drew,20,0.105,0.12300000000000001,0.625,0.057999999999999996,0.067,0.25,2016-17
Jo'Vontae Millner,15,0.14300000000000002,0.19699999999999998,1,0.044000000000000004,0.091,0.5,2016-17
Ruben Arroyo-Felix,12,0.162,0.154,0.545,0.019,0,0,2016-17
Austin Venable,11,0.188,0.16699999999999998,0.556,0.077,0.125,0.5,2016-17
Armel Tete,11,0.40700000000000003,0.353,0.545,0,0,NA,2016-17
J.C. Younger,6,0.2,0.33299999999999996,0.8,0,0,NA,2016-17
Reggie Dillard,5,0.053,0.021,0.25,0,0,NA,2016-17
Will Adams,3,0.051,0.059000000000000004,0.5,0,0,NA,2016-17
Darius Moore,2,0.049,0,0,0,0,NA,2016-17
Davon Bell,1,0.048,0,0,0,0,NA,2016-17
Jaron Withers,1,0.026000000000000002,0.055999999999999994,1,0,0,NA,2016-17
Total,87,0.11900000000000001,0.133,0.627,0.019,0.023,0.33299999999999996,2016-17
