shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.25,0.721,0.08,0.784,2014-15,Minnesota
2pt Jumpers,0.382,0.321,0.099,0.35600000000000004,2014-15,Minnesota
3pt Shots,0.368,0.364,0.009000000000000001,0.36700000000000005,2014-15,Minnesota
