name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Brison Gresham,14,0.209,0.132,0.5,0,0,NA,2018-19,Houston
Breaon Brady,14,0.18100000000000002,0.185,0.769,0.011000000000000001,0.026000000000000002,1,2018-19,Houston
Nate Hinton,13,0.18899999999999997,0.156,0.5,0.012,0.033,1,2018-19,Houston
Fabian White Jr,13,0.188,0.25,0.889,0.032,0.021,0.25,2018-19,Houston
Harris Chris,10,0.263,0.25,0.7,0,0,NA,2018-19,Houston
Davis Corey,8,0,0,NA,0.023,0.034,0.667,2018-19,Houston
DeJon Jarreau,5,0.048,0.031,0.4,0,0,NA,2018-19,Houston
Armoni Brooks,4,0.051,0.1,1,0.026000000000000002,0.032,0.5,2018-19,Houston
Galen Robinson,2,0.011000000000000001,0,0,0,0,NA,2018-19,Houston
Landon Goesling,1,0.1,0,0,0,0,NA,2018-19,Houston
Alley Cedrick,1,0,0,NA,0,0,NA,2018-19,Houston
Total,85,0.109,0.106,0.631,0.017,0.023,0.545,2018-19,Houston
