name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Demario Beck,43,0.259,0.302,0.763,0.067,0.08,0.5,2016-17,CoastalCarolina
Josh Coleman,20,0.368,0.37,0.7140000000000001,0.25,0.125,0.16699999999999998,2016-17,CoastalCarolina
Amidou Bamba,13,0.135,0.174,0.8,0.052000000000000005,0.038,0.33299999999999996,2016-17,CoastalCarolina
Joseph Williams-Powell,11,0.209,0.28,0.778,0.018000000000000002,0,0,2016-17,CoastalCarolina
RAY-ST,11,0.08199999999999999,0.111,0.75,0.042,0,0,2016-17,CoastalCarolina
Elijah Wilson,11,0.08800000000000001,0.091,0.444,0.012,0.033,1,2016-17,CoastalCarolina
Artur Labinowicz,7,0.08199999999999999,0.161,1,0.028999999999999998,0,0,2016-17,CoastalCarolina
Michel Enanga,5,0.179,0.267,0.8,0,0,NA,2016-17,CoastalCarolina
Holmes Kevin,1,0.25,0.33299999999999996,1,0,NA,NA,2016-17,CoastalCarolina
Jaylan Robertson,1,0,0,NA,0.042,0.1,1,2016-17,CoastalCarolina
Total,123,0.124,0.165,0.747,0.031,0.024,0.3,2016-17,CoastalCarolina
