name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Kyle Hittle,328,0.616,0.591,0.354,0.621,0.722,0.125,0.341,0.214,0.521,0.42100000000000004,0.958,0.341,0.732,2015-16
Jontrell Walker,268,0.554,0.474,0.213,0.579,0.39399999999999996,0.254,0.324,0.182,0.534,0.336,0.6459999999999999,0.392,0.9329999999999999,2015-16
Derail Green,256,0.54,0.488,0.32,0.5,0.439,0.484,0.435,0.48100000000000004,0.195,0.4,0.95,0.332,0.8240000000000001,2015-16
Shawn Johnson,211,0.562,0.54,0.341,0.542,0.59,0.161,0.353,0.583,0.498,0.4,0.833,0.336,0.662,2015-16
Mitchell Badillo,206.99999999999997,0.592,0.56,0.44,0.604,0.255,0.179,0.27,0.1,0.382,0.43,0.853,0.34299999999999997,0.746,2015-16
Sam Burmeister,133,0.41900000000000004,0.387,0.466,0.40299999999999997,0.36,0.105,0.28600000000000003,0,0.429,0.263,0.9329999999999999,0.293,0.615,2015-16
Tyler Singleton,102,0.48700000000000004,0.431,0.402,0.537,0.364,0.578,0.373,0.545,0.02,0,NA,0.461,0.7020000000000001,2015-16
Simi Socks,101,0.561,0.45,0.495,0.54,0.667,0.436,0.386,0.706,0.069,0.14300000000000002,1,0.6829999999999999,0.855,2015-16
Phillip Johnson,16,0.371,0.312,0.312,0.2,0,0.25,0.25,1,0.43799999999999994,0.28600000000000003,1,0.375,0.667,2015-16
Tavin Askew,16,0.41900000000000004,0.43799999999999994,0.688,0.545,0.5,0.312,0.2,1,0,NA,NA,0.25,0.25,2015-16
Jerred Kite,14.000000000000002,0.41600000000000004,0.429,0.929,0.462,0.667,0.071,0,NA,0,NA,NA,0.7859999999999999,0.364,2015-16
"BARNES,JALIN",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-16
"VEAL,MARLAIN",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-16
Total,1652,0.551,0.505,0.363,0.545,0.495,0.261,0.364,0.42700000000000005,0.376,0.377,0.855,0.375,0.7659999999999999,2015-16
