shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.429,0.605,0.076,0.655,2013-14
2pt Jumpers,0.253,0.41100000000000003,0.021,0.42,2013-14
3pt Shots,0.317,0.384,0,0.384,2013-14
