name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Marcus Ware,35,0.218,0.253,0.613,0.061,0.1,0.5,2013-14,Niagara
Ravon Harris,22,0.212,0.22399999999999998,0.619,0.091,0,0,2013-14,Niagara
Tahjere McCall,20,0.18600000000000003,0.226,0.632,0.022000000000000002,0.062,1,2013-14,Niagara
Ramone Snowden,18,0.187,0.294,0.882,0,0,NA,2013-14,Niagara
Joseph Thomas,13,0.14800000000000002,0.146,0.583,0.083,0.33299999999999996,1,2013-14,Niagara
Antoine Mason,8,0.035,0.038,0.625,0,0,NA,2013-14,Niagara
Marvin Jordan,5,0.047,0.053,0.5,0.022000000000000002,0,0,2013-14,Niagara
Wesley Myers,4,0.048,0.024,0.25,0,0,NA,2013-14,Niagara
Cameron Fowler,3,0.081,0.062,0.33299999999999996,0,0,NA,2013-14,Niagara
Total,128,0.129,0.15,0.632,0.016,0.023,0.5,2013-14,Niagara
