name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Filip Rebraca,37,0.17800000000000002,0.18600000000000003,0.71,0.040999999999999995,0.027999999999999997,0.33299999999999996,2019-20,NorthDakota
De'Sean Allen-Eikens,27,0.136,0.14800000000000002,0.667,0,0,NA,2019-20,NorthDakota
Brady Danielson,4,0.16699999999999998,0.14300000000000002,0.5,0,0,NA,2019-20,NorthDakota
Gertautas Urbonavicius,2,0.077,0.067,0.5,0,0,NA,2019-20,NorthDakota
Billy Brown,2,0.071,0.053,0.5,0,0,NA,2019-20,NorthDakota
Ethan Igbanugo,2,0.125,0,0,0,NA,NA,2019-20,NorthDakota
Marko Coudreau,2,0.222,0.16699999999999998,0.5,0,0,NA,2019-20,NorthDakota
Kienan Walter,2,0.013999999999999999,0.024,1,0.027999999999999997,0,0,2019-20,NorthDakota
Zac Saddler,1,0.16699999999999998,0,0,NA,NA,NA,2019-20,NorthDakota
Marlon Stewart,1,0.005,0,0,0,0,NA,2019-20,NorthDakota
Total,80,0.095,0.10099999999999999,0.638,0.018000000000000002,0.012,0.28600000000000003,2019-20,NorthDakota
