shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.335,0.597,0.11800000000000001,0.677,2016-17,OleMiss
2pt Jumpers,0.263,0.302,0.086,0.33,2016-17,OleMiss
3pt Shots,0.402,0.36200000000000004,0.016,0.368,2016-17,OleMiss
