name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Alpha Diallo,38,0.2,0.20199999999999999,0.5429999999999999,0.01,0.032,1,2019-20
Nate Watson,35,0.287,0.358,0.727,0.027000000000000003,0,0,2019-20
Kalif Young,20,0.27399999999999997,0.28300000000000003,0.65,0,0,NA,2019-20
Greg Gantt,12,0.5,0.462,0.545,0,0,NA,2019-20
Emmitt Holt,10,0.182,0.192,0.625,0.043,0,0,2019-20
David Duke,9,0.07,0.073,0.5,0.013999999999999999,0.05,1,2019-20
A.J. Reeves,8,0.146,0.16,0.5710000000000001,0.032,0,0,2019-20
Maliek White,2,0.013000000000000001,0,0,0,0,NA,2019-20
Luwane Pipkins,1,0,0,NA,0.02,0,0,2019-20
Total,135,0.171,0.19,0.61,0.015,0.013999999999999999,0.28600000000000003,2019-20
