shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.445,0.54,0.139,0.627,2012-13,UCF
2pt Jumpers,0.226,0.368,0.046,0.385,2012-13,UCF
3pt Shots,0.32899999999999996,0.314,0.012,0.318,2012-13,UCF
