name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Luke Fischer,40,0.297,0.302,0.8420000000000001,0.019,0.045,1,2016-17
Matt Heldt,13,0.419,0.435,0.769,0,0,NA,2016-17
Sam Hauser,7,0.259,0.17600000000000002,0.429,0,0,NA,2016-17
Jajuan Johnson,7,0.061,0.040999999999999995,0.429,0,0,NA,2016-17
Haanif Cheatham,6,0.055999999999999994,0.063,0.667,0,0,NA,2016-17
Katin Reinhardt,3,0.091,0.053,0.33299999999999996,0,0,NA,2016-17
Markus Howard,3,0.036000000000000004,0.032,0.5,0,0,NA,2016-17
Duane Wilson,2,0.044000000000000004,0.069,1,0,0,NA,2016-17
Andrew Rowsey,1,0,0,NA,0,0,NA,2016-17
Total,82,0.136,0.145,0.718,0.004,0.01,1,2016-17
