name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Stefan Jovanovic,21,0.168,0.157,0.579,0.025,0.028999999999999998,0.5,2016-17,LMU(CA)
Shamar Johnson,20,0.17,0.25,0.789,0.016,0,0,2016-17,LMU(CA)
Trevor Manuel,8,0.21899999999999997,0.182,0.5710000000000001,0.048,0,0,2016-17,LMU(CA)
Petr Herman,8,0.14,0.172,0.7140000000000001,0.032,0,0,2016-17,LMU(CA)
Mattias Markusson,6,0.2,0.267,0.8,0.071,0,0,2016-17,LMU(CA)
Buay Tuach,6,0.059000000000000004,0.057,0.667,0,0,NA,2016-17,LMU(CA)
Kelvin Amayo,5,0.064,0.098,0.8,0,0,NA,2016-17,LMU(CA)
Steven Haney,3,0,0,NA,0.071,0,0,2016-17,LMU(CA)
Jeffery McClendon,2,0.065,0.062,0.5,0,0,NA,2016-17,LMU(CA)
Brandon Brown,1,0,0,NA,0,0,NA,2016-17,LMU(CA)
Total,80,0.1,0.11800000000000001,0.6859999999999999,0.021,0.006999999999999999,0.111,2016-17,LMU(CA)
