name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Josh Carlton,29,0.373,0.37799999999999995,0.68,0.091,0.083,0.25,2017-18,UConn
Terry Larrier,20,0.217,0.267,0.615,0.034,0.045,0.5,2017-18,UConn
Mamadou Diarra,16,0.273,0.276,0.667,0.222,0.4,0.5,2017-18,UConn
Isaiah Whaley,14,0.375,0.364,0.667,0.095,0.125,0.5,2017-18,UConn
Jalen Adams,10,0.036000000000000004,0.027000000000000003,0.4,0.025,0.036000000000000004,0.6,2017-18,UConn
Christian Vital,7,0.03,0.019,0.33299999999999996,0.087,0,0,2017-18,UConn
David Onuorah,5,0,0,NA,0.33299999999999996,0.25,0.25,2017-18,UConn
Tyler Polley,4,0.308,0.4,0.5,0,0,NA,2017-18,UConn
Antwoine Anderson,3,0.043,0.038,0.5,0,0,NA,2017-18,UConn
Kwintin Williams,3,0.25,0.14300000000000002,0.5,0.25,1,1,2017-18,UConn
Eric Cobb,1,0,0,NA,0.14300000000000002,0,0,2017-18,UConn
Alterique Gilbert,1,0.038,0,0,0,0,NA,2017-18,UConn
Total,113,0.14300000000000002,0.153,0.608,0.05,0.052000000000000005,0.387,2017-18,UConn
