name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Dawson Carper,20,0.2,0.19699999999999998,0.65,0,0,NA,2019-20
Bernardo Da Silva,13,0.196,0.121,0.364,0.11800000000000001,0,0,2019-20
Zigmars Raimo,12,0.079,0.043,0.3,0.024,0,0,2019-20
Samuta Avea,11,0.136,0.147,0.625,0.033,0,0,2019-20
Drew Buggs,6,0.045,0.04,0.5,0.009000000000000001,0,0,2019-20
Mate Colina,4,0.17600000000000002,0.154,0.667,0.25,NA,0,2019-20
Justin Hemsley,3,0.091,0.08,0.667,0,0,NA,2019-20
Eddie Stansberry,3,0.016,0,0,0.013000000000000001,0,0,2019-20
Justin Webster,3,0.025,0,0,0.040999999999999995,0.059000000000000004,0.5,2019-20
Total,75,0.10300000000000001,0.087,0.508,0.024,0.006,0.091,2019-20
