name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Amadou Sow,28,0.128,0.15,0.833,0.083,0.02,0.1,2018-19
Ar'Mond Davis,14,0.099,0.107,0.6,0.034,0,0,2018-19
Ami Lakoju,12,0.281,0.33299999999999996,0.889,0.13,0,0,2018-19
Robinson Idehen,12,0.235,0.214,0.75,0,0,NA,2018-19
Sekou Touré,12,0.135,0.16,0.8,0.35,0.375,0.429,2018-19
Jarriesse Blackmon,11,0.125,0.114,0.5710000000000001,0.08900000000000001,0.095,0.5,2018-19
Max Heidegger,6,0.061,0.037000000000000005,0.33299999999999996,0.054000000000000006,0,0,2018-19
Jaquori McLaughlin,4,0.042,0.053,0.667,0.013999999999999999,0,0,2018-19
Scotty Harris,1,1,1,1,0,0,NA,2018-19
Jay Nagle,1,0.33299999999999996,0.5,1,0,0,NA,2018-19
Maxwell Kupchak,1,0.25,0.25,1,0,0,NA,2018-19
Christian Terrell,1,0,0,NA,0.1,0.2,1,2018-19
Total,103,0.109,0.127,0.743,0.057,0.033,0.212,2018-19
