shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.247,0.597,0.059000000000000004,0.635,2014-15
2pt Jumpers,0.409,0.363,0.134,0.419,2014-15
3pt Shots,0.344,0.34,0.008,0.34299999999999997,2014-15
