name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Yancy Gates,49,0.259,0.262,0.659,0.048,0.059000000000000004,0.375,2011-12
Justin Jackson,37,0.336,0.34299999999999997,0.622,0,0,NA,2011-12
Dion Dixon,23,0.134,0.10300000000000001,0.42100000000000004,0.027999999999999997,0.028999999999999998,0.33299999999999996,2011-12
JaQuon Parker,15,0.184,0.27899999999999997,0.857,0.011000000000000001,0,0,2011-12
Cheikh Mbodj,15,0.387,0.231,0.25,0.14300000000000002,0.16699999999999998,0.33299999999999996,2011-12
Sean Kilpatrick,13,0.105,0.083,0.455,0.012,0,0,2011-12
Kelvin Gaines,7,0.5,0.2,0.16699999999999998,0.33299999999999996,0,0,2011-12
Cashmere Wright,6,0.034,0.039,0.667,0.019,0,0,2011-12
Jermaine Sanders,3,0.154,0.14300000000000002,0.5,0.1,0,0,2011-12
Jeremiah Davis,3,0.11800000000000001,0.222,1,0.055999999999999994,0,0,2011-12
Ge'Lawn Guyn,1,0.043,0.077,1,0,0,NA,2011-12
Total,172,0.191,0.18899999999999997,0.574,0.032,0.023,0.23800000000000002,2011-12
