shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.44,0.539,0.10800000000000001,0.604,2015-16,ArmyWestPoint
2pt Jumpers,0.282,0.395,0.038,0.41100000000000003,2015-16,ArmyWestPoint
3pt Shots,0.278,0.34600000000000003,0.006999999999999999,0.349,2015-16,ArmyWestPoint
