shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.358,0.58,0.09699999999999999,0.643,2019-20
2pt Jumpers,0.242,0.391,0.049,0.41100000000000003,2019-20
3pt Shots,0.39899999999999997,0.344,0.002,0.345,2019-20
