name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Montel James,19,0.115,0.135,0.7140000000000001,0.037000000000000005,0.048,0.6,2014-15
Christian Thomas,18,0.087,0.075,0.583,0.06,0.021,0.16699999999999998,2014-15
Joe Crisman,8,0.129,0.16699999999999998,0.75,0.182,0.375,0.75,2014-15
Donte Ingram,7,0.096,0.083,0.6,0.044000000000000004,0.083,0.5,2014-15
Earl Peterson,4,0.045,0.068,1,0,0,NA,2014-15
Milton Doyle,3,0.071,0.077,0.667,0,0,NA,2014-15
Julius Rajala,3,0.095,0.083,0.5,0.14300000000000002,0,0,2014-15
Jay Knuth,2,0.111,0,0,0,0,NA,2014-15
Devon Turk,1,0.048,0,0,0,0,NA,2014-15
Ben Richardson,1,0,0,NA,0.028999999999999998,0.067,1,2014-15
Cal Kennedy,1,0.5,0.5,1,NA,NA,NA,2014-15
Jeff White,1,0,0,NA,0.037000000000000005,0,0,2014-15
Total,68,0.081,0.086,0.6459999999999999,0.034,0.037000000000000005,0.45,2014-15
