name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
RJ Smith,21,0.271,0.326,0.789,0.017,0,0,2019-20
Kai Mitchell,16,0.085,0.07400000000000001,0.636,0.033,0.028999999999999998,0.4,2019-20
Zach Nutall,12,0.057999999999999996,0.062,0.7140000000000001,0.038,0.062,0.6,2019-20
Terryonte Thomas,10,0.222,0.188,0.5,0.111,0,0,2019-20
Bubba Furlong,9,0.29600000000000004,0.294,0.625,0.055999999999999994,0,0,2019-20
Chad Bowie,9,0.07400000000000001,0.077,0.5,0,0,NA,2019-20
Cyrus Johnson,8,0.5379999999999999,0.429,0.429,0.062,0.14300000000000002,1,2019-20
Xavier Bryant,3,0.047,0.049,0.667,0,0,NA,2019-20
Dainan Swoope,2,0.032,0,0,0,0,NA,2019-20
Demarkus Lampley,2,0.069,0.111,1,0,0,NA,2019-20
Mark Tikhonenko,1,0,0,NA,0.053,0,0,2019-20
Dajuan Jones,1,0.045,0,0,0,0,NA,2019-20
Total,94,0.111,0.113,0.63,0.028999999999999998,0.026000000000000002,0.353,2019-20
