name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ike Azotam,56,0.195,0.217,0.648,0.023,0.024,0.5,2011-12
Ousmane Drame,47,0.36200000000000004,0.309,0.457,0.034,0,0,2011-12
Zaid Hearst,17,0.23600000000000002,0.222,0.462,0.047,0.026000000000000002,0.25,2011-12
Jamee Jackson,17,0.183,0.235,0.706,0,0,NA,2011-12
Garvey Young,11,0.121,0.121,0.5,0.054000000000000006,0.16699999999999998,1,2011-12
Alex Jackson,6,0.222,0.2,0.33299999999999996,0,0,NA,2011-12
Dave Johnson,6,0.057999999999999996,0.053,0.25,0.018000000000000002,0,0,2011-12
James Johnson,5,0.03,0,0,0.006,0,0,2011-12
Marquis Barnett,4,0.364,0.5,0.75,0,0,NA,2011-12
Nate Gause,4,0.13,0,0,0.038,0,0,2011-12
Justin Harris,3,0.125,0.14300000000000002,0.5,0.043,0,0,2011-12
Evan Conti,2,0.105,0,0,0,0,NA,2011-12
Terrance Bobb-Jones,1,0,0,NA,0.33299999999999996,0,0,2011-12
Total,179,0.182,0.191,0.525,0.024,0.017,0.267,2011-12
