shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.365,0.603,0.107,0.6759999999999999,2018-19
2pt Jumpers,0.19,0.304,0.078,0.33,2018-19
3pt Shots,0.445,0.365,0.012,0.369,2018-19
