name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tyson Jackson,25,0.244,0.196,0.45,0.096,0.05,0.2,2019-20,MiddleTenn.
Jayce Johnson,22,0.125,0.17800000000000002,0.812,0.077,0.20800000000000002,0.833,2019-20,MiddleTenn.
Jo'Vontae Millner,17,0.303,0.435,1,0.2,0.111,0.16699999999999998,2019-20,MiddleTenn.
Reggie Scurry,14,0.154,0.17600000000000002,0.9,0.091,0.067,0.25,2019-20,MiddleTenn.
Eli Lawrence,6,0.068,0.12,1,0.15,0.25,0.667,2019-20,MiddleTenn.
Anthony Crump,4,0.125,0.231,1,0.2,NA,0,2019-20,MiddleTenn.
Tyler Millin,4,0.111,0.125,0.667,0.067,0.111,1,2019-20,MiddleTenn.
Antonio Green,3,0.052000000000000005,0.091,1,0,0,NA,2019-20,MiddleTenn.
Donovan Sims,1,0,0,NA,0.017,0.043,1,2019-20,MiddleTenn.
Total,96,0.12,0.157,0.765,0.052000000000000005,0.063,0.444,2019-20,MiddleTenn.
