name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Randy Phillips,29,0.22899999999999998,0.271,0.667,0.20800000000000002,0,0,2016-17,Radford
Ed Polite,18,0.10800000000000001,0.14,0.812,0.013000000000000001,0.037000000000000005,1,2016-17,Radford
Darius Bolstad,16,0.20600000000000002,0.191,0.643,0.067,0.111,1,2016-17,Radford
Devonnte Holland,10,0.18,0.19399999999999998,0.667,0.083,0,0,2016-17,Radford
Christian Lutete,6,0.2,0.188,0.5,0,0,NA,2016-17,Radford
Sterling Christy,4,0.1,0.091,0.33299999999999996,0,0,NA,2016-17,Radford
Justin Cousin,4,0.057,0.071,0.667,0.021,0,0,2016-17,Radford
Donald Hicks,4,0.054000000000000006,0.077,0.5,0.02,0.027000000000000003,0.5,2016-17,Radford
Caleb Tanner,2,0.028999999999999998,0,0,0,0,NA,2016-17,Radford
"JR,ED",1,0.16699999999999998,0.25,1,0,NA,NA,2016-17,Radford
Christian Bradford,1,0,0,NA,0,0,NA,2016-17,Radford
Total,95,0.12,0.14400000000000002,0.6579999999999999,0.027999999999999997,0.028999999999999998,0.33299999999999996,2016-17,Radford
