shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.32299999999999995,0.59,0.09699999999999999,0.654,2013-14,IndianaSt.
2pt Jumpers,0.341,0.364,0.08,0.396,2013-14,IndianaSt.
3pt Shots,0.336,0.358,0.02,0.365,2013-14,IndianaSt.
