name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Justin Gant,20,0.188,0.237,0.778,0.022000000000000002,0.031,0.5,2013-14,IndianaSt.
Demetrius Moore,18,0.242,0.244,0.667,0.13,0,0,2013-14,IndianaSt.
Manny Arop,11,0.125,0.128,0.625,0.028999999999999998,0.044000000000000004,0.667,2013-14,IndianaSt.
Khristian Smith,11,0.076,0.08199999999999999,0.833,0.045,0.047,0.4,2013-14,IndianaSt.
Jake Kitchell,10,0.214,0.16699999999999998,0.444,0.059000000000000004,0,0,2013-14,IndianaSt.
Brandon Burnett,3,0.17600000000000002,0.125,0.33299999999999996,0,0,NA,2013-14,IndianaSt.
Jake Odum,2,0.021,0,0,0,0,NA,2013-14,IndianaSt.
Devonte Brown,1,0.016,0,0,0,0,NA,2013-14,IndianaSt.
TJ Bell,1,0.083,0.14300000000000002,1,0,0,NA,2013-14,IndianaSt.
Total,77,0.105,0.10800000000000001,0.635,0.025,0.024,0.35700000000000004,2013-14,IndianaSt.
