shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.327,0.539,0.14,0.628,2012-13,Indiana
2pt Jumpers,0.345,0.331,0.038,0.34299999999999997,2012-13,Indiana
3pt Shots,0.32799999999999996,0.304,0.01,0.307,2012-13,Indiana
