name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Aaron White,29,0.12,0.1,0.556,0.133,0.08,0.182,2012-13
Melsahn Basabe,28,0.159,0.14300000000000002,0.615,0.122,0.11599999999999999,0.33299999999999996,2012-13
Adam Woodbury,22,0.215,0.21600000000000003,0.5710000000000001,0.079,0.091,0.5,2012-13
Gabriel Olaseni,17,0.22,0.192,0.556,0.267,0.273,0.375,2012-13
Roy Devyn Marble,12,0.066,0.085,0.833,0.026000000000000002,0.028999999999999998,0.4,2012-13
Zach McCabe,11,0.133,0.136,0.5,0.094,0.2,0.8,2012-13
Anthony Clemmons,9,0.085,0.083,0.5,0.077,0.14300000000000002,0.5,2012-13
Eric May,8,0.098,0.14300000000000002,0.833,0.036000000000000004,0,0,2012-13
Mike Gesell,5,0,0,NA,0.038,0.026000000000000002,0.25,2012-13
Christopher Rickert,1,0,0,NA,0.2,0.5,1,2012-13
Josh Oglesby,1,0,0,NA,0,0,NA,2012-13
Darius Stokes,1,0,0,NA,0.25,0,0,2012-13
Total,144,0.11599999999999999,0.114,0.605,0.077,0.081,0.375,2012-13
