shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.41100000000000003,0.605,0.087,0.6629999999999999,2018-19
2pt Jumpers,0.19899999999999998,0.391,0.031,0.40299999999999997,2018-19
3pt Shots,0.39,0.35,0.012,0.354,2018-19
