name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tamas Bruce,34,0.2,0.237,0.7190000000000001,0.062,0,0,2017-18
Tristin Walley,19,0.265,0.355,0.611,0,0,NA,2017-18
Salif Boudie,12,0.25,0.281,0.9,0.25,0.5,0.5,2017-18
Deven Simms,12,0.099,0.141,0.818,0,0,NA,2017-18
Grantham Gillard,7,0.16699999999999998,0.107,0.429,0,0,NA,2017-18
Rashad Lindsey,6,0.087,0.043,0.25,0.009000000000000001,0.02,1,2017-18
Ty Cockfield,4,0.02,0.024,0.667,0.012,0,0,2017-18
Jake Scoggins,3,0.077,0,0,0.182,0.5,1,2017-18
Marquis Eaton,1,0.019,0.037000000000000005,1,0,0,NA,2017-18
Andrew Riley,1,1,1,1,0,0,NA,2017-18
Connor Kern,1,0,0,NA,0.083,0,0,2017-18
Total,100,0.124,0.147,0.682,0.018000000000000002,0.02,0.444,2017-18
