shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.38,0.628,0.10300000000000001,0.7,2015-16
2pt Jumpers,0.32,0.33899999999999997,0.102,0.37799999999999995,2015-16
3pt Shots,0.3,0.38,0.002,0.38,2015-16
