name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Jeremy Robinson,354,0.509,0.484,0.395,0.679,0.6,0.39799999999999996,0.319,0.467,0.20600000000000002,0.28800000000000003,0.9520000000000001,0.27699999999999997,0.6629999999999999,2011-12
Lee Fisher,314,0.49499999999999994,0.452,0.293,0.5760000000000001,0.28300000000000003,0.41700000000000004,0.336,0.25,0.29,0.33,0.9,0.433,0.669,2011-12
Matt Samuels,295,0.47200000000000003,0.431,0.539,0.503,0.225,0.231,0.294,0.25,0.231,0.265,1,0.505,0.611,2011-12
Ardarius Simmons,269,0.49499999999999994,0.46799999999999997,0.18600000000000003,0.48,0.083,0.465,0.36,0.244,0.349,0.40399999999999997,0.605,0.17800000000000002,0.7709999999999999,2011-12
Clarke Rosenberg,159,0.41900000000000004,0.365,0.35200000000000004,0.48200000000000004,0.185,0.365,0.379,0.136,0.28300000000000003,0.133,1,0.252,0.825,2011-12
Aaron Williams,134,0.379,0.366,0.261,0.457,0.5,0.321,0.27899999999999997,0.33299999999999996,0.418,0.25,0.7140000000000001,0.21600000000000003,0.483,2011-12
D'Jari Nelson,92,0.518,0.511,0.435,0.725,0.759,0.293,0.222,0.667,0.272,0.32,0.625,0.326,0.5329999999999999,2011-12
Jaccoby Anderson,88,0.41200000000000003,0.39799999999999996,0.068,0.5,0.33299999999999996,0.125,0.182,0,0.807,0.282,0.95,0.045,1,2011-12
Quincy Ukaigwe,22,0.434,0.455,0.636,0.5710000000000001,0.5,0.318,0.28600000000000003,0.5,0.045,0,NA,0.318,0.28600000000000003,2011-12
Francisco Concepcion,3,0,0,0,NA,NA,1,0,NA,0,NA,NA,0,NA,2011-12
Nate Henry,2,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2011-12
Total,1732,0.47400000000000003,0.442,0.342,0.5660000000000001,0.39399999999999996,0.355,0.322,0.303,0.304,0.295,0.826,0.312,0.652,2011-12
D-I Team Averages,NA,0.542,0.504,0.38299999999999995,0.609,0.418,0.293,0.35700000000000004,0.35,0.32299999999999995,0.34299999999999997,0.8490000000000001,0.426,0.691,2011-12
