shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.354,0.564,0.14800000000000002,0.662,2012-13,USCUpstate
2pt Jumpers,0.285,0.377,0.069,0.405,2012-13,USCUpstate
3pt Shots,0.36200000000000004,0.34,0.002,0.341,2012-13,USCUpstate
