shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.381,0.56,0.138,0.65,2017-18
2pt Jumpers,0.228,0.365,0.063,0.39,2017-18
3pt Shots,0.39,0.34,0.026000000000000002,0.349,2017-18
