name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Andre Roberson,38,0.207,0.226,0.722,0.028999999999999998,0,0,2011-12,Colorado
Austin Dufault,22,0.11,0.109,0.611,0.048,0,0,2011-12,Colorado
Carlon Brown,9,0.067,0.081,0.75,0,0,NA,2011-12,Colorado
Shane Harris-Tunks,6,0.098,0,0,0.034,0,0,2011-12,Colorado
Spencer Dinwiddie,6,0.042,0.055999999999999994,0.667,0.026000000000000002,0,0,2011-12,Colorado
Askia Booker,5,0.021,0.025,0.5,0.023,0.028999999999999998,0.5,2011-12,Colorado
Jeremy Adams,3,0.115,0.1,0.33299999999999996,0,0,NA,2011-12,Colorado
Ben Mills,2,0.4,0.667,1,NA,NA,NA,2011-12,Colorado
Sabatino Chen,1,0.026000000000000002,0.036000000000000004,1,0,0,NA,2011-12,Colorado
Total,92,0.099,0.109,0.6409999999999999,0.022000000000000002,0.006,0.091,2011-12,Colorado
