shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.34700000000000003,0.601,0.071,0.647,2011-12
2pt Jumpers,0.313,0.39799999999999996,0.075,0.43,2011-12
3pt Shots,0.34,0.37200000000000005,0.005,0.374,2011-12
