name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Isaiah Johnson,31,0.11800000000000001,0.11599999999999999,0.6,0.023,0,0,2015-16
Kwan Cheatham,17,0.25,0.222,0.47100000000000003,0,0,NA,2015-16
Reggie McAdams,12,0.31,0.263,0.556,0.038,0,0,2015-16
Pat Forsythe,9,0.071,0.049,0.375,0.023,0.067,1,2015-16
Jake Kretzer,9,0.318,0.35700000000000004,0.7140000000000001,0.2,0.5,0.5,2015-16
Aaron Jackson,6,0.222,0.214,0.5,0,NA,NA,2015-16
Jimond Ivey,4,0.10300000000000001,0.087,0.5,0,0,NA,2015-16
Noah Robotham,3,0.024,0.043,1,0,0,NA,2015-16
Josh Williams,2,0,0,NA,0,0,NA,2015-16
Antino Jackson,1,0.01,0,0,0,0,NA,2015-16
Total,94,0.115,0.111,0.542,0.016,0.021,0.4,2015-16
