name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Eric Ferguson,19,0.10800000000000001,0.08800000000000001,0.526,0,0,NA,2012-13
Marvin Baynham,17,0.23199999999999998,0.28300000000000003,0.812,0.022000000000000002,0.067,1,2012-13
Cameron Baskerville,10,0.15,0.16699999999999998,0.667,0.054000000000000006,0.031,0.25,2012-13
Cleon Roberts,7,0.079,0.028999999999999998,0.2,0.048,0,0,2012-13
Kameron Dunnican,6,0.316,0.41700000000000004,0.833,0,0,NA,2012-13
C.J. Reed,5,0.048,0.036000000000000004,0.33299999999999996,0.013000000000000001,0.02,0.5,2012-13
Tre Bussey,3,0.04,0.026000000000000002,0.33299999999999996,0,0,NA,2012-13
Sam Mike,3,0.133,0.182,1,0.059000000000000004,0,0,2012-13
Brian Holmes,3,0.057,0,0,0.031,0,0,2012-13
Chris Daniels,2,0,0,NA,0.182,0.25,0.5,2012-13
Total,75,0.109,0.11199999999999999,0.597,0.021,0.02,0.308,2012-13
