name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tre Drye,21,0.16899999999999998,0.154,0.5,0.038,0,0,2013-14
Louis Dabney,14,0.086,0.07,0.41700000000000004,0.013999999999999999,0,0,2013-14
Tomas Bruha,13,0.212,0.21899999999999997,0.636,0.14300000000000002,0.16699999999999998,0.5,2013-14
Jay Hook,12,0.131,0.07,0.273,0.023,0,0,2013-14
Payton Henson,12,0.308,0.42100000000000004,0.667,0,0,NA,2013-14
Kevin Thomas,10,0.18899999999999997,0.158,0.429,0.13,0,0,2013-14
Cameron Reynolds,4,0.083,0.125,0.5,0.061,0.14300000000000002,0.5,2013-14
Ryan Smith,4,0.429,0.5,0.667,0.111,0,0,2013-14
Jonathan Stark,3,0.01,0,0,0.006,0,0,2013-14
Josh Hearlihy,1,0.25,0,0,0,0,NA,2013-14
Total,94,0.131,0.124,0.488,0.027000000000000003,0.011000000000000001,0.154,2013-14
