shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.379,0.596,0.085,0.6509999999999999,2013-14
2pt Jumpers,0.28,0.37,0.067,0.396,2013-14
3pt Shots,0.341,0.345,0.005,0.34600000000000003,2013-14
