shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.376,0.5760000000000001,0.126,0.659,2013-14,KentSt.
2pt Jumpers,0.301,0.344,0.057999999999999996,0.365,2013-14,KentSt.
3pt Shots,0.32299999999999995,0.33799999999999997,0.002,0.33799999999999997,2013-14,KentSt.
