name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Samir Sehic,32,0.20600000000000002,0.14,0.414,0.053,0.05,0.33299999999999996,2018-19,Tulane
Blake Paul,18,0.305,0.262,0.611,0,0,NA,2018-19,Tulane
Caleb Daniels,18,0.122,0.133,0.588,0.009000000000000001,0,0,2018-19,Tulane
Moses Wood,6,0.222,0.25,0.5,0,0,NA,2018-19,Tulane
Jordan Cornish,4,0.046,0.026000000000000002,0.25,0,0,NA,2018-19,Tulane
Buay Koka,4,0.174,0.111,0.5,0,0,NA,2018-19,Tulane
Bul Ajang,3,1,NA,0,0,0,NA,2018-19,Tulane
Kevin Zhang,2,0.065,0.048,0.5,0,0,NA,2018-19,Tulane
Connor Crabtree,2,0.018000000000000002,0.034,1,0,0,NA,2018-19,Tulane
Shakwon Barrett,1,0.018000000000000002,0.037000000000000005,1,0,0,NA,2018-19,Tulane
Total,90,0.136,0.12,0.494,0.008,0.006,0.25,2018-19,Tulane
