start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.16,0.545,0.39299999999999996,0.59,0.139,0.43200000000000005,0.46799999999999997,0.36,2018-19,Tulane
"Rebound, 11-30 s",0.20800000000000002,0.46,0.3,0.5479999999999999,0.314,0.376,0.386,0.306,2018-19,Tulane
"Score, 0-10 s",0.051,0.524,0.341,0.7929999999999999,0.165,0.35700000000000004,0.494,0.262,2018-19,Tulane
"Score, 11-30 s",0.35100000000000003,0.484,0.301,0.557,0.294,0.43,0.405,0.312,2018-19,Tulane
"Steal, 0-10 s",0.078,0.688,0.5920000000000001,0.753,0.10800000000000001,0.214,0.3,0.48700000000000004,2018-19,Tulane
"Steal, 11-30 s",0.021,0.514,0.371,0.5379999999999999,0.28600000000000003,0.2,0.34299999999999997,0.5,2018-19,Tulane
Transition,0.289,0.58,0.43799999999999994,0.6779999999999999,0.135,0.369,0.42700000000000005,0.364,2018-19,Tulane
