name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Derrick Williams,16,0.158,0.16699999999999998,0.75,0.105,0.071,0.25,2012-13,Richmond
Alonzo Nelson-Ododa,15,0.25,0.28600000000000003,0.727,0.16699999999999998,0,0,2012-13,Richmond
Terry Allen,13,0.23800000000000002,0.27,1,0.12,0,0,2012-13,Richmond
Deion Taylor,10,0.385,0.375,0.6,0,0,NA,2012-13,Richmond
Wayne Sparrow,7,0.161,0.222,0.8,0.069,0.1,0.5,2012-13,Richmond
Kendall Anthony,5,0.02,0.038,1,0.026000000000000002,0.049,0.667,2012-13,Richmond
Greg Robbins,3,0.033,0.048,1,0.016,0.037000000000000005,1,2012-13,Richmond
Trey Davis,3,0.12,0,0,0,0,NA,2012-13,Richmond
Darien Brothers,2,0.038,0,0,0,0,NA,2012-13,Richmond
Luke Piotrowski,2,1,1,0.5,0,NA,NA,2012-13,Richmond
Cedrick Lindsay,2,0.027000000000000003,0.022000000000000002,0.5,0,0,NA,2012-13,Richmond
Total,78,0.124,0.139,0.7,0.033,0.026000000000000002,0.294,2012-13,Richmond
