name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Josh Owens,35,0.14300000000000002,0.139,0.615,0.07,0.09699999999999999,0.667,2011-12,Stanford
Josh Huestis,27,0.436,0.452,0.583,0.043,0.1,1,2011-12,Stanford
Anthony Brown,12,0.217,0.231,0.6,0.02,0,0,2011-12,Stanford
Jarrett Mann,11,0.111,0.125,0.5,0.071,0,0,2011-12,Stanford
Andrew Zimmermann,9,0.163,0.179,0.625,0.019,0,0,2011-12,Stanford
Dwight Powell,8,0.11900000000000001,0.171,1,0.012,0,0,2011-12,Stanford
Chasson Randle,8,0.048,0.069,0.8,0.023,0.038,0.5,2011-12,Stanford
Gabriel Harris,4,0.16699999999999998,0.2,0.5,0.111,0.33299999999999996,0.5,2011-12,Stanford
Stefan Nastic,4,0.231,0.16699999999999998,0.33299999999999996,0.05,0,0,2011-12,Stanford
John Gage,4,0.33299999999999996,0.667,1,0.036000000000000004,0,0,2011-12,Stanford
Aaron Bright,2,0.013999999999999999,0.028999999999999998,1,0.012,0,0,2011-12,Stanford
Jack Ryan,2,0.4,0.5,1,NA,NA,NA,2011-12,Stanford
Andy Brown,2,0.33299999999999996,1,1,0.25,0.33299999999999996,1,2011-12,Stanford
Robbie Lemons,1,1,1,1,0,NA,NA,2011-12,Stanford
Jack Trotter,1,0.062,0.1,1,0,0,NA,2011-12,Stanford
Total,130,0.14400000000000002,0.166,0.65,0.034,0.042,0.48,2011-12,Stanford
